"BD Feedback: 
Reported to Merchant (Y/N)","BD Feedback: 
Price Match (Y/N)","BD Feedback
(if price match is not allowed)",BD feedback if any,Feedback Date,Report Date,responsible_bd,BU_Level_1,segment,AID,activity_name,PKG ID,package_name,SKU ID,sku_name,selling_currency,klook_cost,retail price,klook_price,klook price after auto priced,BML ,competitor_price,competitor_code,competitor_package,Pariticipation Date,URL,Country,Price diff.,Price variance%,Take Rate,TR after price matched
FALSE,FALSE,,,,2024-06-05,chloe.ang@klook.com,Attractions,Segment 3,21054,Pororo Park Singapore Ticket,378433,Additional Adult Ticket,828951649853,Adult (12 years old and above),IDR,145031,145031,145031,,BELOW COST,143382,trip,Pororo Park Singapore 3 hour ticket Adult Ticket,2024-06-06,https://sg.trip.com/travel-guide/attraction/singapore/pororo-park-singapore-30776563/,Singapore,-1649,-1.14%,0.00%,-1.15%
FALSE,FALSE,,,,2024-06-05,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,270240,One-Day Admission,828951406768,Adult,PHP,3234,3627,3627,,LOSE,3401.39,trip,Admission Ticket Adult Ticket,2024-06-06,https://www.trip.com/travel-guide/attraction/singapore/universal-studios-singapore-89732/,Singapore,-225.61,-6.22%,10.84%,4.92%
FALSE,FALSE,,,,2024-06-06,beiyi.lim@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292241,Accompanying Adult,IDR,205557,302289,241831,,LOSE,228790,traveloka,[Bundle Promo] Science Centre Singapore & KidsSTOP Singapore Admission Ticket,2024-06-11,https://www.traveloka.com/en-sg/activities/singapore/product/science-centre-singapore-1000317900454,Singapore,-13041,-5.39%,15.00%,10.15%
FALSE,FALSE,,,,2024-06-06,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,244619,Cable Car Sky Pass (Round Trip) + Arbora Hilltop Cake Set,828951348286,Adult,IDR,362747,662376,580154,,LOSE,370402,trip,Singapore Cable Car Sky Pass (1 Round Trip)+ Arbora Cake Set Adult Ticket,2024-06-07,https://www.trip.com/travel-guide/attraction/singapore/singapore-cable-car-10570019/,Singapore,-209752,-36.15%,37.47%,2.07%
FALSE,FALSE,,,,2024-06-06,fynn.loh@klook.com,Attractions,Segment 2,132,Skyline Luge Singapore Ticket,295289,Luge & Skyride (3 Rounds),828951462750,Person,PHP,1296,1525,1416,1491,LOSE,1394.82,trip,Skyline Luge Singapore + Skyride Ticket Standard Ticket,2024-06-08,https://www.trip.com/travel-guide/attraction/singapore/skyline-luge-singapore-10758882/,Singapore,-21.18,-1.50%,8.47%,7.08%
FALSE,FALSE,,,,2024-06-06,fynn.loh@klook.com,Attractions,Segment 2,132,Skyline Luge Singapore Ticket,295289,Luge & Skyride (3 Rounds),828951462750,Person,PHP,1296,1525,1416,1491,LOSE,1373.6,traveloka,3 Luge & 3 Skyride Combo - Flexi (OTA),2024-06-07,https://www.traveloka.com/en-en/activities/singapore/product/skyline-luge-singapore-4441440967694,Singapore,-42.4,-2.99%,8.47%,5.65%
FALSE,FALSE,,,,2024-06-06,fynn.loh@klook.com,Attractions,Segment 2,132,Skyline Luge Singapore Ticket,295292,Luge & Skyride (4 Rounds),828951462766,Person,PHP,1407,1656,1534,1573,LOSE,1491.3,traveloka,4 Luge & 4 Skyride Combo - Flexi (OTA),2024-06-07,https://www.traveloka.com/en-en/activities/singapore/product/skyline-luge-singapore-4441440967694,Singapore,-42.7,-2.78%,8.28%,5.65%
FALSE,FALSE,,,,2024-06-07,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),KRW,18300,32500,32500,,LOSE,29646,myrealtrip,,2024-06-07,https://www.myrealtrip.com/offers/53321,Singapore,-2854,-8.78%,43.69%,38.27%
FALSE,FALSE,,,,2024-06-09,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,244619,Cable Car Sky Pass (Round Trip) + Arbora Hilltop Cake Set,828951348286,Adult,USD,22.2,40.55,35.55,,LOSE,27.73,kkday,Combo Deal: Cable Car Sky Pass (Round Trip) + Arbora Set Meal / Singapore Sling / Cake Set,2024-06-10,https://www.kkday.com/en/product/17933,Singapore,-7.82,-22.00%,37.55%,19.94%
FALSE,FALSE,,,,2024-06-10,beiyi.lim@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292241,Accompanying Adult,THB,463,681,545,,LOSE,513.99,traveloka,[Bundle Promo] Science Centre Singapore & KidsSTOP Singapore Admission Ticket,2024-06-11,https://www.traveloka.com/en-sg/activities/singapore/product/science-centre-singapore-1000317900454,Singapore,-31.01,-5.69%,15.05%,9.92%
FALSE,FALSE,,,,2024-06-10,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,244619,Cable Car Sky Pass (Round Trip) + Arbora Hilltop Cake Set,828951348286,Adult,USD,22.2,40.55,35.55,,LOSE,27.76,kkday,Combo Deal: Cable Car Sky Pass (Round Trip) + Arbora Set Meal / Singapore Sling / Cake Set,2024-06-11,https://www.kkday.com/en/product/17933,Singapore,-7.79,-21.91%,37.55%,20.03%
FALSE,FALSE,,,,2024-06-10,chloe.ang@klook.com,Attractions,Segment 2,135,Wings of Time Show Ticket in Singapore,191,[Open Dated] Wings of Time (Standard) Ticket,8001350101, Per Person,KRW,11200,19400,17500,,LOSE,16600,kkday,Wings of Time Ticket,2024-06-10,https://www.kkday.com/en/product/19491,Singapore,-900,-5.14%,36.00%,32.53%
FALSE,FALSE,,,,2024-06-10,chloe.ang@klook.com,Attractions,Segment 3,21054,Pororo Park Singapore Ticket,378433,Additional Adult Ticket,828951649853,Adult (12 years old and above),IDR,144573,144573,144573,,BELOW COST,143030,trip,Pororo Park Singapore 3 hour ticket Adult Ticket,2024-06-11,https://sg.trip.com/travel-guide/attraction/singapore/pororo-park-singapore-30776563/,Singapore,-1543,-1.07%,0.00%,-1.08%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,132,Skyline Luge Singapore Ticket,295292,Luge & Skyride (4 Rounds),828951462766,Person,PHP,1405,1653,1531,1621,LOSE,1489.5,traveloka,4 Luge & 4 Skyride Combo - Flexi (OTA),2024-06-11,https://www.traveloka.com/en-en/activities/singapore/product/skyline-luge-singapore-4441440967694,Singapore,-41.5,-2.71%,8.23%,5.67%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68562,Canopy Park,825872000101,Adult,KRW,4900,11200,9200,,LOSE,5457,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-3743,-40.68%,46.74%,10.21%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68567,Mastercard® Canopy Bridge + Free Canopy Park ,825872000201,Adult,KRW,8500,14200,12200,,LOSE,9416,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-2784,-22.82%,30.33%,9.73%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68704,Hedge Maze + Free Canopy Park,825872000301,Adult,KRW,8500,14200,12200,,LOSE,9416,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-2784,-22.82%,30.33%,9.73%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68709,Mirror Maze + Free Canopy Park,825872000401,Adult,KRW,11500,19300,16200,,LOSE,12840,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-3360,-20.74%,29.01%,10.44%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68712,Walking Net + Free Canopy Park,825872000501,Adult,KRW,11500,19300,16200,,LOSE,12840,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-3360,-20.74%,29.01%,10.44%
FALSE,FALSE,,,,2024-06-10,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68715,Bouncing Net + Free Canopy Park,825872000601,Adult,KRW,15200,25400,21400,,LOSE,16906,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/134061,Singapore,-4494,-21.00%,28.97%,10.09%
FALSE,FALSE,,,,2024-06-10,vivian.tan@klook.com,T&A,,6116,Bungy Jump & The New Tandem Bungy at Skypark Sentosa,247842,Tandem Bungy Jump (2 Pax),828951355480,2 Pax,KRW,209400,234000,210600,,BELOW COST,204871,myrealtrip,,2024-06-10,https://www.myrealtrip.com/offers/110121,Singapore,-5729,-2.72%,0.57%,-2.21%
FALSE,FALSE,,,,2024-06-11,beiyi.lim@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292241,Accompanying Adult,MYR,59.35,87.25,69.79,,LOSE,66,kkday,[Bundle Promo: 25% Off] Science Centre Singapore & KidsSTOP™ Admission Ticket,2024-06-11,https://www.kkday.com/en/product/103520,Singapore,-3.79,-5.43%,14.96%,10.08%
FALSE,FALSE,,,,2024-06-11,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),KRW,18300,32500,32500,,LOSE,29857,myrealtrip,,2024-06-11,https://www.myrealtrip.com/offers/53321,Singapore,-2643,-8.13%,43.69%,38.71%
FALSE,FALSE,,,,2024-06-11,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),SGD,18,32,32,32,LOSE,28.8,trip,Cloud Forest + Flower Dome Adult Ticket,2024-06-12,https://www.trip.com/travel-guide/attraction/singapore/gardens-by-the-bay-94795/,Singapore,-3.2,-10.00%,43.75%,37.50%
FALSE,FALSE,,,,2024-06-11,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,160985,Floral Fantasy,828951271726,Adult(Non-Resident),KRW,8100,20300,20300,,LOSE,18674,myrealtrip,,2024-06-11,https://www.myrealtrip.com/offers/53321,Singapore,-1626,-8.01%,60.10%,56.62%
FALSE,FALSE,,,,2024-06-11,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,160985,Floral Fantasy,828951271726,Adult(Non-Resident),SGD,8,20,20,20,LOSE,18,trip,Floral Fantasy Adult Ticket,2024-06-12,https://www.trip.com/travel-guide/attraction/singapore/gardens-by-the-bay-94795/,Singapore,-2,-10.00%,60.00%,55.56%
FALSE,FALSE,,,,2024-06-12,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,186,Cable Car Sky Pass (Round Trip) ,8001300101,Adult,KRW,18400,35700,32100,,LOSE,30400,myrealtrip,,2024-06-12,https://www.myrealtrip.com/offers/128019,Singapore,-1700,-5.30%,42.68%,39.47%
FALSE,FALSE,,,,2024-06-12,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,3002,Cable Car Sky Pass (Round Trip) + Arbora Meal ,828951448760,Adult,IDR,517898,1152504,988583,,LOSE,595245,trip,Singapore Cable Car Sky Pass (1 Round Trip)+ Arbora Set Meal Adult Ticket,2024-06-13,https://www.trip.com/travel-guide/attraction/singapore/singapore-cable-car-10570019/,Singapore,-393338,-39.79%,47.61%,12.99%
FALSE,FALSE,,,,2024-06-12,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,244619,Cable Car Sky Pass (Round Trip) + Arbora Hilltop Cake Set,828951348286,Adult,TWD,718,1311,1148,,LOSE,834,trip,Singapore Cable Car Sky Pass (1 Round Trip)+ Arbora Cake Set Adult Ticket,2024-06-13,https://www.trip.com/travel-guide/attraction/singapore/singapore-cable-car-10570019/,Singapore,-314,-27.35%,37.46%,13.91%
FALSE,FALSE,,,,2024-06-13,fynn.loh@klook.com,Attractions,Segment 1,141,Singapore Zoo Ticket With Tram Ride,198,[Open Dated] Admission Ticket with Tram Ride (Local Residents),8001410101,Adult,MYR,153.85,170.95,170.95,,BELOW COST,153.8,traveloka,[Fixed-Date] Entrance Ticket - Includes Tram (Singapore Residents),2024-06-14,https://www.traveloka.com/en-sg/activities/singapore/product/singapore-zoo-tickets-8382168721460,Singapore,-17.15,-10.03%,10.00%,-0.03%
FALSE,FALSE,,,,2024-06-13,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,210075,Universal Express (Admission not included),828951316220,Express Pass,THB,2449,2558,2558,,BELOW COST,2170,kkday,Add On: Universal Express Pass or Unlimited Express Pass (Exclude Universal Studios Singapore Admission Ticket),2024-06-25,https://www.kkday.com/en/product/2312-universal-studios-singapore-ticket,Singapore,-388,-15.17%,4.26%,-12.86%
FALSE,FALSE,,,,2024-06-13,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,270240,One-Day Admission,828951406768,Adult,THB,2014,2259,2123,,BELOW COST,2005.9,trip,Admission Ticket Adult Ticket,2024-06-14,https://www.trip.com/travel-guide/attraction/singapore/universal-studios-singapore-89732/,Singapore,-117.1,-5.52%,5.13%,-0.40%
FALSE,FALSE,,,,2024-06-14,beiyi.lim@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292243,Child (18 months-8 years),KRW,21400,31600,25300,,LOSE,23944,kkday,[Bundle Promo: 25% Off] Science Centre Singapore & KidsSTOP™ Admission Ticket,2024-06-14,https://www.kkday.com/en/product/103520,Singapore,-1356,-5.36%,15.42%,10.62%
FALSE,FALSE,,,,2024-06-14,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,394298,One-Day Admission Ticket + 2x Naruto Retail Vouchers,828951682869,Adult,KRW,75500,84700,84700,,LOSE,77600,kkday,[USS Naruto Promo] Universal Studios Singapore + 2 x S$5 USS Retail Voucher (Min Spend S$50),2024-06-14,https://www.kkday.com/en/product/2312,Singapore,-7100,-8.38%,10.86%,2.71%
FALSE,FALSE,,,,2024-06-14,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,[Visit Before 12 July] Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),TWD,432,768,768,,LOSE,680,kkday,"Flower Dome + Cloud Forest (For visit date before July 12, 2024)",2024-06-14,https://www.kkday.com/en/product/3158,Singapore,-88,-11.46%,43.75%,36.47%
FALSE,FALSE,,,,2024-06-14,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,160985,Floral Fantasy,828951271726,Adult(Non-Resident),IDR,96458,241146,241146,241146,LOSE,138695,kkday,Floral Fantasy,2024-06-14,https://www.kkday.com/en/product/3158,Singapore,-102451,-42.49%,60.00%,30.45%
FALSE,FALSE,,,,2024-06-14,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,256331,[Visit Before 12 July] Flower Dome & Supertree Observatory,828951374135,Adult(Non-Resident),TWD,432,816,816,,LOSE,728,kkday,"Flower Dome + Supertree Observatory (For visit date before July 11, 2024)",2024-06-14,https://www.kkday.com/en/product/3158,Singapore,-88,-10.78%,47.06%,40.66%
FALSE,FALSE,,,,2024-06-15,chloe.ang@klook.com,Attractions,Segment 3,21054,Pororo Park Singapore Ticket,378433,Additional Adult Ticket,828951649853,Adult (12 years old and above),IDR,146096,146096,146096,,BELOW COST,144472,traveloka,Adult Entrance Ticket (3-Hour Playtime),2024-06-15,https://www.traveloka.com/en-sg/activities/singapore/product/pororo-park-8207068136648,Singapore,-1624,-1.11%,0.00%,-1.12%
FALSE,FALSE,,,,2024-06-15,nicholas.kang@klook.com,Attractions,Segment 1,119,"S.E.A. Aquarium Ticket Sentosa, Singapore",285608,S.E.A. Aquarium One-Day Ticket,828951442486,Adult,IDR,499160,535684,535684,535684,LOSE,506270,traveloka,1-Day Admission Ticket,2024-06-15,https://www.traveloka.com/en-en/activities/singapore/product/sea-aquarium-5125446092219,Singapore,-29414,-5.49%,6.82%,1.40%
FALSE,FALSE,,,,2024-06-16,chloe.ang@klook.com,T&A,,5526,The Original DUCKtours Singapore ,169756,Admission Ticket (English),828951161992,Adult,TWD,937,1171,1054,1055,LOSE,968,kkday,[Fixed Date] Singapore DUCKtours Ticket,2024-06-17,https://www.kkday.com/en/product/102371-original-ducktours-ticket-singapore,Singapore,-86,-8.16%,11.10%,3.20%
FALSE,FALSE,,,,2024-06-17,beiyi.lim@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292243,Child (18 months-8 years),SGD,21,31,24.8,,LOSE,23.5,kkday,[Bundle Promo: 25% Off] Science Centre Singapore & KidsSTOP™ Admission Ticket,2024-06-18,https://www.kkday.com/en/product/103520,Singapore,-1.3,-5.24%,15.32%,10.64%
FALSE,FALSE,,,,2024-06-17,chloe.ang@klook.com,Attractions,Segment 1,130,Singapore Cable Car Sky Pass,244619,Cable Car Sky Pass (Round Trip) + Arbora Hilltop Cake Set,828951348286,Adult,PHP,1301,2375,2080,,LOSE,1515.86,trip,Singapore Cable Car Sky Pass Round-Trip (Sentosa Line & Mount Faber Line)+ Arbora Cake Set Adult Ticket,2024-06-18,https://www.trip.com/travel-guide/attraction/singapore/singapore-cable-car-10570019/,Singapore,-564.14,-27.12%,37.45%,14.17%
FALSE,FALSE,,,,2024-06-17,chloe.ang@klook.com,Attractions,Segment 3,21054,Pororo Park Singapore Ticket,378433,Additional Adult Ticket,828951649853,Adult (12 years old and above),IDR,146048,146048,146048,,BELOW COST,144472,traveloka,Adult Entrance Ticket (3-Hour Playtime),2024-06-17,https://www.traveloka.com/en-sg/activities/singapore/product/pororo-park-8207068136648,Singapore,-1576,-1.08%,0.00%,-1.09%
FALSE,FALSE,,,,2024-06-17,fynn.loh@klook.com,Attractions,Segment 2,132,Skyline Luge Singapore Ticket,295292,Luge & Skyride (4 Rounds),828951462766,Person,PHP,1400,1648,1526,1581,LOSE,1483,traveloka,4 Luge & 4 Skyride Combo - Flexi (OTA),2024-06-18,https://www.traveloka.com/en-en/activities/singapore/product/skyline-luge-singapore-4441440967694,Singapore,-43,-2.82%,8.26%,5.60%
FALSE,FALSE,,,,2024-06-17,fynn.loh@klook.com,Attractions,Segment 1,141,Singapore Zoo Ticket With Tram Ride,198,[Open Dated] Admission Ticket with Tram Ride (Local Residents),8001410101,Adult,MYR,153.75,170.8,170.8,,LOSE,153.9,traveloka,[Fixed-Date] Entrance Ticket - Includes Tram (Singapore Residents),2024-06-18,https://www.traveloka.com/en-sg/activities/singapore/product/singapore-zoo-tickets-8382168721460,Singapore,-16.9,-9.89%,9.98%,0.10%
FALSE,FALSE,,,,2024-06-17,fynn.loh@klook.com,Attractions,Segment 1,141,Singapore Zoo Ticket With Tram Ride,397009,[Open Dated] Admission Ticket with Tram Ride (Non-residents),828951688537,Adult,KRW,40900,50100,50100,,LOSE,46918,myrealtrip,,2024-06-17,https://www.myrealtrip.com/offers/54833,Singapore,-3182,-6.35%,18.36%,12.83%
FALSE,FALSE,,,,2024-06-17,fynn.loh@klook.com,Attractions,Segment 2,25872,Jewel Changi Airport Attraction Ticket in Singapore,68562,Canopy Park,825872000101,Adult,KRW,4900,11200,9200,,LOSE,8400,myrealtrip,,2024-06-17,https://www.myrealtrip.com/offers/134061,Singapore,-800,-8.70%,46.74%,41.67%
FALSE,FALSE,,,,2024-06-17,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,210075,Universal Express (Admission not included),828951316220,Express Pass,TWD,2150,2246,2246,,BELOW COST,1911,kkday,Add On: Universal Express Pass or Unlimited Express Pass (Exclude Universal Studios Singapore Admission Ticket),2024-06-25,https://www.kkday.com/en/product/2312,Singapore,-335,-14.92%,4.27%,-12.51%
FALSE,FALSE,,,,2024-06-17,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,270240,One-Day Admission,828951406768,Adult,PHP,3209,3599,3382,,BELOW COST,3204.96,trip,Admission Ticket Adult Ticket,2024-06-18,https://www.trip.com/travel-guide/attraction/singapore/universal-studios-singapore-89732/,Singapore,-177.04,-5.23%,5.12%,-0.13%
FALSE,FALSE,,,,2024-06-17,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,394298,One-Day Admission Ticket + 2x Naruto Retail Vouchers,828951682869,Adult,KRW,75600,84800,84800,,LOSE,77600,kkday,[USS Naruto Promo] Universal Studios Singapore + 2 x S$5 USS Retail Voucher (Min Spend S$50),2024-06-17,https://www.kkday.com/en/product/2312,Singapore,-7200,-8.49%,10.85%,2.58%
FALSE,FALSE,,,,2024-06-17,nicholas.kang@klook.com,Attractions,Segment 1,119,"S.E.A. Aquarium Ticket Sentosa, Singapore",285608,S.E.A. Aquarium One-Day Ticket,828951442486,Adult,IDR,498998,535511,535511,535511,LOSE,506270,traveloka,1-Day Admission Ticket,2024-06-17,https://www.traveloka.com/en-en/activities/singapore/product/sea-aquarium-5125446092219,Singapore,-29241,-5.46%,6.82%,1.44%
FALSE,FALSE,,,,2024-06-17,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,160985,Floral Fantasy,828951271726,Adult(Non-Resident),KRW,8200,20400,20400,,LOSE,17940,myrealtrip,,2024-06-17,https://www.myrealtrip.com/offers/53321,Singapore,-2460,-12.06%,59.80%,54.29%
FALSE,FALSE,,,,2024-06-18,fynn.loh@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",185823,Combo Ticket: Science Centre + Omni Theatre,828951196047,Adult,MYR,54.09,90.69,72.55,73.65,LOSE,69.41,trip,Science Center + Omni Theather Adult Ticket,2024-06-19,https://us.trip.com/travel-guide/attraction/singapore/science-centre-singapore-13086709/,Singapore,-3.14,-4.33%,25.44%,22.07%
FALSE,FALSE,,,,2024-06-18,nicholas.kang@klook.com,Attractions,Segment 0,117,Universal Studios Singapore Ticket,394298,One-Day Admission Ticket + 2x Naruto Retail Vouchers,828951682869,Adult,SGD,74,83,83,83,BELOW MSP,75,trip,Admission Ticket with 2 Complimentary Naruto Retail Voucher Adult Ticket,2024-06-19,https://www.trip.com/travel-guide/attraction/singapore/universal-studios-singapore-89732/,Singapore,-8,-9.64%,10.84%,1.33%
FALSE,FALSE,,,,2024-06-18,nicholas.kang@klook.com,Attractions,Segment 3,2121,Fun Discovery Pass at Sentosa,34969,Fun Discovery Pass 95 Tokens,8021210601,Person,USD,54.75,66.55,59.89,60.29,LOSE,56.55,trip,Sentosa Sentosa Fun Discovery Pass Standard Ticket,2024-06-19,https://www.trip.com/travel-guide/attraction/singapore/sentosa-82520/,Singapore,-3.34,-5.58%,8.58%,3.18%
FALSE,FALSE,,,,2024-06-18,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,256331,[Visit Before 12 July] Flower Dome & Supertree Observatory,828951374135,Adult(Non-Resident),CNY,97,182,182,,LOSE,114,kkday,"Flower Dome + Supertree Observatory (For visit date before July 11, 2024)",2024-06-18,https://www.kkday.com/en/product/3158,Singapore,-68,-37.36%,46.70%,14.91%
FALSE,FALSE,,,,2024-06-19,beiyi.lim@klook.com,Attractions,Segment 3,1199,National Museum of Singapore Ticket,353400,All Access Pass (Inclusive of Special Exhibition: Plastic)(Foreigners) ,828951587255,Adult,PHP,564,781,651,,LOSE,600.51,trip,All Access Pass (Include Permanent Exhibition+Current Special Exhibition) Adult Ticket,2024-06-20,https://www.trip.com/travel-guide/attraction/singapore/national-museum-of-singapore-76129/,Singapore,-50.49,-7.76%,13.36%,6.08%
FALSE,FALSE,,,,2024-06-19,beiyi.lim@klook.com,T&A,,15919,"Cardholder, Wallet and Accessories Leather Workshop in Singapore",35145,Cardholder Workshop,8159190501,Person,SGD,85.5,95,95,,BELOW COST,83,kkday,Leather Craft Workshop - Cardholder,2024-06-20,https://www.kkday.com/en/product/36838,Singapore,-12,-12.63%,10.00%,-3.01%
FALSE,FALSE,,,,2024-06-19,beiyi.lim@klook.com,T&A,,15919,"Cardholder, Wallet and Accessories Leather Workshop in Singapore",85284,Moneta Mini Wallet Workshop,828951007025,Person,SGD,80.1,89,89,,BELOW COST,80,kkday,Moneta Mini Wallet Workshop,2024-06-20,https://www.kkday.com/en/product/36838,Singapore,-9,-10.11%,10.00%,-0.12%
FALSE,FALSE,,,,2024-06-19,chloe.ang@klook.com,Attractions,Segment 3,1256,National Gallery Singapore Ticket,2628,General Admission (Foreign Nationals),8012560301,Adult,KRW,10200,20400,14300,,LOSE,11335,myrealtrip,,2024-06-19,https://www.myrealtrip.com/offers/72690,Singapore,-2965,-20.73%,28.67%,10.01%
FALSE,FALSE,,,,2024-06-19,fynn.loh@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292241,Accompanying Adult,HKD,98,144,116,,LOSE,109.76,trip,Science Center+KIDsSTOP Adult Ticket,2024-06-22,https://us.trip.com/travel-guide/attraction/singapore/science-centre-singapore-13086709/,Singapore,-6.24,-5.38%,15.52%,10.71%
FALSE,FALSE,,,,2024-06-19,fynn.loh@klook.com,Attractions,Segment 3,1347,"Science Centre Singapore, Omni Theatre, KidsSTOP Ticket",221072,Combo Ticket: Science Centre + KidsSTOP,828951292241,Accompanying Adult,HKD,98,144,116,,LOSE,110,kkday,[Bundle Promo: 25% Off] Science Centre Singapore & KidsSTOP™ Admission Ticket,2024-06-19,https://www.kkday.com/en/product/103520,Singapore,-6,-5.17%,15.52%,10.91%
FALSE,FALSE,,,,2024-06-19,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,[Visit Before 12 July] Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),HKD,104,185,185,,LOSE,170,kkday,"Flower Dome + Cloud Forest (For visit date before July 12, 2024)",2024-06-19,https://www.kkday.com/en/product/3158,Singapore,-15,-8.11%,43.78%,38.82%
FALSE,FALSE,,,,2024-06-20,nicholas.kang@klook.com,Attractions,Segment 1,119,"S.E.A. Aquarium Ticket Sentosa, Singapore",285608,S.E.A. Aquarium One-Day Ticket,828951442486,Adult,KRW,42000,45000,45000,,LOSE,42730,kkday,S.E.A. Aquarium Ticket,2024-06-20,https://www.kkday.com/en-my/product/2467-sea-aquarium-tickets-singapore,Singapore,-2270,-5.04%,6.67%,1.71%
FALSE,FALSE,,,,2024-06-20,vivian.tan@klook.com,Attractions,Segment 1,127,Gardens by the Bay Ticket in Singapore,185,[Visit Before 12 July] Flower Dome & Cloud Forest,828951581566,Adult(Non-Resident),IDR,218539,388514,388514,388514,LOSE,245610,traveloka,Flower Dome + Cloud Forest (International Tourists),2024-06-20,https://www.traveloka.com/en-en/activities/singapore/product/gardens-by-the-bay-5030931490063,Singapore,-142904,-36.78%,43.75%,11.02%
